function,verdict,observed_difference,ci_low,ci_high,margin,power,n,ceiling,ceiling_upper,degenerate
rastrigin,CONTRIBUTES,17.704100694577143,16.866243464804953,18.541958057637373,1.3774537147709256,0.6818804952634903,228,0.0,0.0,False
ackley,HARMFUL,-1.1705149842296074,-1.2716710767377861,-1.0280520118110779,0.2213178524110354,0.8379429582110292,176,0.0,0.0,False
griewank,HARMFUL,-0.10025672129592715,-0.19354419630870792,-0.06130301083499161,1e-09,0.0,20,0.0,0.0,True
